epc,upc
E2806810000000395F986525,29665153814
E2806810000000395F97F8E2,701933218257
E2806810000000395F980ACE,70000400490
E2806810000000395F97292F,400917202649
E2806810000000395F980ED7,29665153821
E2806810000000395F972A2E,400917220292
E2806810000000395F981A1A,29665156549
E2806810000000395F9764E4,29665159571
E2806810000000395F9760FC,400925312934
E2806810000000395F975EEE,29665156563
E2806810000000395F980D37,400924571264
E2806810000000395F975465,400924571554
E2806810000000395F97536C,29665159564
E2806810000000395F9721E2,400925315140
E2806810000000395F9732E0,29665159595
E2806810000000395F975739,400925315386
E2806810000000395F974FD3,29665159601
E2806810000000395F972D88,400925315430
E2806810000000395F976772,29665159618
E2806810000000395F986DBE,400925315539
E2806810000000395F980DB8,29665159724
E2806810000000395F97404D,400928571840
E2806810000000395F980C9F,29665159731
E2806810000000395F980B30,400928571888
E2806810000000395F9808D6,29665159755
E2806810000000395F976149,400928571963
E2806810000000395F974F6B,29665162809
E2806810000000395F9863F0,29665162847
E2806810000000395F9740D6,400931260892
E2806810000000395F975767,400931261424
E2806810000000395F9744F1,29665162748
E2806810000000395F985F3A,400932318738
E2806810000000395F9750E7,29665162762
E2806810000000395F975753,400932324265
E2806810000000395F9751D4,29665162779
E2806810000000395F975682,400932325590
E2806810000000395F973554,29665166234
E2806810000000395F9764B8,400937384158
E2806810000000395F9740EA,29665167057
E2806810000000395F9819FB,400937384462
E2806810000000395F9755BC,29665166210
E2806810000000395F975359,400937385612
E2806810000000395F975E41,29665166135
E2806810000000395F9767F2,400940119150
E2806810000000395F975015,29665166142
E2806810000000395F974FC0,400940119204
E2806810000000395F981F9D,400940119327
E2806810000000395F986864,29665166166
E2806810000000395F9867AD,29665166272
E2806810000000395F972B4F,400940127070
E2806810000000395F97561E,29665166159
E2806810000000395F9764D2,400940127841
E2806810000000395F980972,29665166289
E2806810000000395F98610A,400940128084
E2806810000000395F980955,29665166296
E2806810000000395F974BCC,400940128305
E2806810000000395F980904,29665166173
E2806810000000395F972D9C,400940128442
E2806810000000395F972B5D,29665166180
E2806810000000395F980AC1,400940128534
E2806810000000395F980E88,29665166197
E2806810000000395F975A8C,400940129357
E2806810000000395F98631F,29665166203
E2806810000000395F975BB0,400940129418
E2806810000000395F9750FF,29665166227
E2806810000000395F986402,400940129524
E2806810000000395F9818FF,29665166241
E2806810000000395F974DFD,400940129586
E2806810000000395F9757AD,29665167019
E2806810000000395F975BD8,400940129661
E2806810000000395F9808F1,29665167033
E2806810000000395F9753BA,400940129814
E2806810000000395F980C8B,400942485314
E2806810000000395F98630B,29665170101
E2806810000000395F976805,400942485697
E2806810000000395F9769DD,29665169976
E2806810000000395F980D2A,29665169969
E2806810000000395F974CF4,400945124098
E2806810000000395F975725,29665169983
E2806810000000395F97475C,400945124272
E2806810000000395F973334,29665169990
E2806810000000395F985F60,400945125187
E2806810000000395F9867BB,29665170002
E2806810000000395F9725A5,400945125248
E2806810000000395F9740FD,29665170019
E2806810000000395F974A6C,400945125552
E2806810000000395F986863,29665170026
E2806810000000395F9757F8,400945125705
E2806810000000395F973169,29665170033
E2806810000000395F986875,400945126214
E2806810000000395F972CA0,29665170040
E2806810000000395F97330D,400945128119
E2806810000000395F981F5A,29665170057
E2806810000000395F976471,400945128218
E2806810000000395F98018F,29665170064
E2806810000000395F98087F,400945128270
E2806810000000395F9861C2,29665170071
E2806810000000395F976734,400945128362
E2806810000000395F972E64,29665170095
E2806810000000395F9760D6,400945129017
E2806810000000395F980054,29665170118
E2806810000000395F98704C,400945141200
E2806810000000395F97343B,29665170125
E2806810000000395F975EC7,400945162403
E2806810000000395F975C3B,29665170132
E2806810000000395F973348,400945177476
E2806810000000395F973417,29665170149
E2806810000000395F98654D,400945177551
E2806810000000395F972B3C,29665170163
E2806810000000395F975724,400945177735
E2806810000000395F9820EA,29665170170
E2806810000000395F986DBF,400945177889
E2806810000000395F97343C,29665170576
E2806810000000395F986EB4,400945177919
E2806810000000395F9769E8,29665170583
E2806810000000395F9727CE,400945178138
E2806810000000395F980E87,29665170590
E2806810000000395F980C04,400945178206
E2806810000000395F986DAE,29665170613
E2806810000000395F97309A,400945178541
E2806810000000395F9745AD,29665170620
E2806810000000395F972EDB,400945178565
E2806810000000395F9867F1,29665170644
E2806810000000395F97336B,400945178794
E2806810000000395F972DB0,29665170651
E2806810000000395F973B30,400945178848
E2806810000000395F972F29,29665170675
E2806810000000395F973323,400945178916
E2806810000000395F9732FD,29665170682
E2806810000000395F986B7D,29665170699
E2806810000000395F986D17,400945178978
E2806810000000395F98020C,400945179067
E2806810000000395F97FFA7,29665170705
E2806810000000395F986DC0,400945179135
E2806810000000395F973B87,29665174383
E2806810000000395F9804E0,400950716738
E2806810000000395F98057C,29665174215
E2806810000000395F972B7A,400951201387
E2806810000000395F980040,29665174222
E2806810000000395F98617C,400951201486
E2806810000000395F974B27,29665174239
E2806810000000395F976AF6,400951201547
E2806810000000395F976CC8,29665174246
E2806810000000395F973597,400951201707
E2806810000000395F974222,29665174253
E2806810000000395F986D87,400951201844
E2806810000000395F973A80,29665174260
E2806810000000395F97FF7C,400951202759
E2806810000000395F987402,29665174307
E2806810000000395F973E4B,400951202872
E2806810000000395F9730FE,29665174314
E2806810000000395F976950,400951203206
E2806810000000395F975A10,29665174321
E2806810000000395F975C87,400951203237
E2806810000000395F975228,29665174338
E2806810000000395F980C4C,400951203282
E2806810000000395F975973,29665174345
E2806810000000395F980B4E,400951204012
E2806810000000395F9763BD,29665174352
E2806810000000395F974508,400951204104
E2806810000000395F9811FF,400951204159
E2806810000000395F98084A,29665174390
E2806810000000395F975ED2,29665174369
E2806810000000395F9817F4,400951204296
E2806810000000395F9865F7,29665174413
E2806810000000395F981912,400951204364
E2806810000000395F986CA7,29665174420
E2806810000000395F975CDA,400951204623
E2806810000000395F9729F7,29665174437
E2806810000000395F986641,400951204920
E2806810000000395F975839,29665174468
E2806810000000395F9753B2,400951206160
E2806810000000395F975CDF,29665174475
E2806810000000395F975C72,400951207099
E2806810000000395F9751E4,29665177117
E2806810000000395F975A24,400983243256
E2806810000000395F976392,29665177131
E2806810000000395F98607A,400983246226
E2806810000000395F9764B0,29665177148
E2806810000000395F9811FA,400983402172
E2806810000000395F974634,29665177155
E2806810000000395F97451C,400983402639
E2806810000000395F974FA7,29665177162
E2806810000000395F975960,400983402783
E2806810000000395F986272,29665177339
E2806810000000395F9817E0,29665177254
E2806810000000395F975AC2,400983507952
E2806810000000395F975C75,29665177179
E2806810000000395F974C86,400983508133
E2806810000000395F975EE5,29665177186
E2806810000000395F98660B,400983510174
E2806810000000395F974FE7,29665177193
E2806810000000395F9817EE,400983511041
E2806810000000395F97476B,29665177216
E2806810000000395F98662E,400983511874
E2806810000000395F981926,400983512536
E2806810000000395F975AB0,400983513304
E2806810000000395F975A38,29665177247
E2806810000000395F97616A,400983513816
E2806810000000395F974F92,29665177223
E2806810000000395F98625F,29665177230
E2806810000000395F980DEB,29665177322
E2806810000000395F980C5E,400983514769
E2806810000000395F97369E,400983482815
E2806810000000395F975AAF,29665177261
E2806810000000395F985546,400983515568
E2806810000000395F975613,29665177315
E2806810000000395F98108A,400983516510
E2806810000000395F9733FF,29665177346
E2806810000000395F975CB4,400983518309
E2806810000000395F97351D,29665177285
E2806810000000395F975291,400983530103
E2806810000000395F980B37,29665177445
E2806810000000395F976978,400983530165
E2806810000000395F976A14,29665177452
E2806810000000395F975CC7,400983530189
E2806810000000395F9763D0,400983533074
E2806810000000395F974FFB,29665177483
E2806810000000395F97603B,400983533425
E2806810000000395F9754C8,29665177476
E2806810000000395F985F72,29665177490
E2806810000000395F9755E3,400983533616
E2806810000000395F974B04,400983533913
E2806810000000395F975C45,29665177506
E2806810000000395F975C84,400983533982
E2806810000000395F976370,29665177537
E2806810000000395F981771,29665177513
E2806810000000395F97520E,400983534309
E2806810000000395F9819D3,29665177544
E2806810000000395F974EF3,400983534408
E2806810000000395F985EAA,29665156648
E2806810000000395F97537A,29665177551
E2806810000000395F976028,400983534989
E2806810000000395F975390,400924571745
E2806810000000395F98086E,29665159977
E2806810000000395F9819E7,400928569168
E2806810000000395F976003,29665159960
E2806810000000395F9816C7,400928568680
E2806810000000395F975EF7,29665159984
E2806810000000395F975479,400928571390
E2806810000000395F981802,29665160003
E2806810000000395F9755F7,400928571444
E2806810000000395F9821A6,29665162908
E2806810000000395F9749CD,400931271942
E2806810000000395F974F7F,29665162991
E2806810000000395F9759DA,400931272079
E2806810000000395F974C60,29665162885
E2806810000000395F981D05,400932336381
E2806810000000395F9750D3,29665162946
E2806810000000395F97617E,400932336787
E2806810000000395F981CF2,29665159991
E2806810000000395F97487D,400935932207
E2806810000000395F975AF6,29665166258
E2806810000000395F980B23,400940130254
E2806810000000395F97503B,400940130384
E2806810000000395F981CB4,29665166265
E2806810000000395F981972,29665166302
E2806810000000395F974757,400940130483
E2806810000000395F981C26,29665166319
E2806810000000395F9863FE,400940130575
E2806810000000395F975CA1,29665166326
E2806810000000395F97577B,400940130674
E2806810000000395F974B17,400942488384
E2806810000000395F975AC1,29665170200
E2806810000000395F981816,400942488513
E2806810000000395F981FB0,29665170187
E2806810000000395F986096,29665170194
E2806810000000395F981E7A,29665170217
E2806810000000395F97537E,400945179708
E2806810000000395F975FF3,29665172129
E2806810000000395F981D68,400949834221
E2806810000000395F981090,400945179548
E2806810000000395F981D54,29665172150
E2806810000000395F981029,400949834405
E2806810000000395F974EDF,29665174482
E2806810000000395F975B7F,400950717452
E2806810000000395F985E53,29665172143
E2806810000000395F97560B,400951207396
E2806810000000395F980ADA,29665172136
E2806810000000395F9816B4,400951207549
E2806810000000395F981FC4,29665174505
E2806810000000395F975029,400951223044
E2806810000000395F9817EA,29665174512
E2806810000000395F981EE1,400951223068
E2806810000000395F975A9E,29665174536
E2806810000000395F974C73,400951223082
E2806810000000395F975C31,29665174543
E2806810000000395F9758E1,400951223105
E2806810000000395F98085A,29665174550
E2806810000000395F975B6B,400951223129
E2806810000000395F9750C1,29665174581
E2806810000000395F974CDE,400951223143
E2806810000000395F9764A5,29665174598
E2806810000000395F98624B,400951223235
E2806810000000395F974A09,29665177360
E2806810000000395F974B2B,400983535290
E2806810000000395F975CAA,29665177407
E2806810000000395F980A99,400983535641
E2806810000000395F985F5E,29665177421
E2806810000000395F981140,400983536600
E2806810000000395F98661F,29665177575
E2806810000000395F986991,400983538291
E2806810000000395F975CB8,29665177582
E2806810000000395F9862F5,400983538741
E2806810000000395F9817B8,29665177599
E2806810000000395F9817CC,400983539236
E2806810000000395F9758CF,29665177605
E2806810000000395F974E3B,400983539427
E2806810000000395F97698B,29665177667
E2806810000000395F9754A1,400983541031
E2806810000000395F9850C4,29665177636
E2806810000000395F981CA0,400983542113
E2806810000000395F975263,29665177124
E2806810000000395F980CC7,400955410440
E2806810000000395F980FC5,42429761698
E2806810000000395F9755FF,400923489195
E2806810000000395F981F07,42429493414
E2806810000000395F975F95,400952393739
E2806810000000395F9753F0,79767974435
E2806810000000395F975C97,400942818068
E2806810000000395F976121,79767972363
E2806810000000395F9751FA,400933141519
E2806810000000395F9754B5,13205095924
E2806810000000395F986504,400897540021
E2806810000000395F975CCC,400925974118
E2806810000000395F976509,13205082993
E2806810000000395F974BE0,13205103575
E2806810000000395F98662F,400942716555
E2806810000000395F98675B,13205103582
E2806810000000395F986B52,400944669064
E2806810000000395F975E05,13205103599
E2806810000000395F974335,400944669644
E2806810000000395F975A4A,13205106880
E2806810000000395F9732B8,400952562159
E2806810000000395F976773,13205098338
E2806810000000395F9750DB,400931282429
E2806810000000395F976786,13205103667
E2806810000000395F980EE7,400943657444
E2806810000000395F980EDC,13205113406
E2806810000000395F980ABB,400210032820
E2806810000000395F974061,400210032837
E2806810000000395F97FF4F,400210032868
E2806810000000395F980B3E,13205113420
E2806810000000395F980CB3,13205113413
E2806810000000395F9764F7,13205113437
E2806810000000395F9751E6,400763906159
E2806810000000395F976014,400915992849
E2806810000000395F974632,723765198798
E2806810000000395F974B00,400915992856
E2806810000000395F980A5F,723765198781
E2806810000000395F98674E,400915992863
E2806810000000395F974646,723765198811
E2806810000000395F975071,400921745873
E2806810000000395F981D19,884409182051
E2806810000000395F982070,400914947932
E2806810000000395F974D49,609465517292
E2806810000000395F980871,400914947949
E2806810000000395F9753ED,609465517308
E2806810000000395F986305,400914948496
E2806810000000395F975572,609465517315
E2806810000000395F975D02,400914948502
E2806810000000395F981679,400914952585
E2806810000000395F975D9F,609465517322
E2806810000000395F975EE9,609465517490
E2806810000000395F975C69,400914952592
E2806810000000395F974574,609465517513
E2806810000000395F981C60,400914952608
E2806810000000395F981A4B,609465517506
E2806810000000395F976040,400914953612
E2806810000000395F985F55,609465517544
E2806810000000395F981148,400914953629
E2806810000000395F97631D,609465517551
E2806810000000395F976396,400919592809
E2806810000000395F975E79,723765230832
E2806810000000395F9804F4,400919592816
E2806810000000395F981A8A,723765230849
E2806810000000395F97670E,400991412446
E2806810000000395F9751EB,400991412439
E2806810000000395F9763B9,400991412453
E2806810000000395F9757D2,888664529644
E2806810000000395F9761FD,400991412460
E2806810000000395F973E84,888664529651
E2806810000000395F9756BE,888664529637
E2806810000000395F973F1C,888664529668
E2806810000000395F974CED,400991412477
E2806810000000395F972B54,888664529682
E2806810000000395F973F31,400991412484
E2806810000000395F973403,888664529699
E2806810000000395F97FFA4,400991412491
E2806810000000395F973E70,888664529705
E2806810000000395F9738C8,400993505214
E2806810000000395F9770D7,888664723905
E2806810000000395F975EA3,400993505221
E2806810000000395F973127,888664723912
E2806810000000395F975BEB,400993505238
E2806810000000395F972FDE,888664723929
E2806810000000395F986964,400993505245
E2806810000000395F97FF7F,888664723936
E2806810000000395F986B8E,400993505252
E2806810000000395F98002E,888664723943
E2806810000000395F9728F5,400993505269
E2806810000000395F972C91,888664723950
E2806810000000395F976E63,400991406056
E2806810000000395F986B79,888664545323
E2806810000000395F986CCE,888664545316
E2806810000000395F97719C,400991406063
E2806810000000395F97349F,400991406087
E2806810000000395F986B8D,400991406070
E2806810000000395F972C59,888664545330
E2806810000000395F986EDB,888664545347
E2806810000000395F972A31,400991406094
E2806810000000395F9874C3,400993505276
E2806810000000395F986E37,888664723967
E2806810000000395F9873EE,888664545361
E2806810000000395F973053,400991406100
E2806810000000395F9735AA,888664545378
E2806810000000395F9771AF,400991406117
E2806810000000395F9801BE,400991412552
E2806810000000395F973E5E,888664529934
E2806810000000395F972B40,400991412576
E2806810000000395F986CBA,400991412569
E2806810000000395F97241F,888664529958
E2806810000000395F976CDB,888664545385
E2806810000000395F9738DC,888664529941
E2806810000000395F97FF90,400991412583
E2806810000000395F986EEF,888664529965
E2806810000000395F9743F2,400991412590
E2806810000000395F986D86,888664529989
E2806810000000395F987731,400991412606
E2806810000000395F976F53,888664529996
E2806810000000395F98608D,400991412613
E2806810000000395F972C7D,888664530008
E2806810000000395F9728B7,400309025238
E2806810000000395F972909,888665476664
E2806810000000395F972E9D,400309025245
E2806810000000395F97629C,888665476671
E2806810000000395F9766FB,400309025252
E2806810000000395F9737CB,888665476688
E2806810000000395F97455F,400309025269
E2806810000000395F97FF14,888665476695
E2806810000000395F980C38,400309025344
E2806810000000395F976398,888665476718
E2806810000000395F972E8A,400309025351
E2806810000000395F975EB6,888665476725
E2806810000000395F9763AB,400464817129
E2806810000000395F980BBE,400309025337
E2806810000000395F974D55,888665476701
E2806810000000395F975DB3,888458921371
E2806810000000395F976047,400464817136
E2806810000000395F975214,888458921395
E2806810000000395F976288,400464817150
E2806810000000395F9757BF,888458921401
E2806810000000395F986010,888458921388
E2806810000000395F973306,400464817174
E2806810000000395F974EC1,400464817167
E2806810000000395F972562,888458921418
E2806810000000395F975E8C,400464817143
E2806810000000395F980E76,888458921425
E2806810000000395F9747BF,400464817181
E2806810000000395F981784,888458921432
E2806810000000395F974F99,400611827452
E2806810000000395F980A62,888458918388
E2806810000000395F9753DA,400611827469
E2806810000000395F975CEE,400611827476
E2806810000000395F976343,888458918401
E2806810000000395F97517F,888458918395
E2806810000000395F9867D8,400611827483
E2806810000000395F975A8B,888458918418
E2806810000000395F9762FA,400611827490
E2806810000000395F975EFB,888458918449
E2806810000000395F986319,888458918432
E2806810000000395F981798,400611827551
E2806810000000395F974A30,400736255734
E2806810000000395F981F6D,888458918456
E2806810000000395F985FFD,400611827544
E2806810000000395F9755AD,888458918463
E2806810000000395F97574B,400736255741
