epc,upc
E2806810000000395F974A72,888458918470
E2806810000000395F97572D,400736255758
E2806810000000395F981F1A,888458918487
E2806810000000395F975EB3,400736255765
E2806810000000395F980D67,888458918494
E2806810000000395F974D00,400736255772
E2806810000000395F980C2B,888458918517
E2806810000000395F9762F7,400736255789
E2806810000000395F974E4E,400736255833
E2806810000000395F974F81,888458918524
E2806810000000395F9763A9,888458918531
E2806810000000395F9867F2,400952336347
E2806810000000395F9867E0,887253035337
E2806810000000395F980DC7,400952336361
E2806810000000395F986B7A,400952336354
E2806810000000395F97493A,887253035344
E2806810000000395F980193,887253035351
E2806810000000395F9867A5,400952336378
E2806810000000395F973581,887253035368
E2806810000000395F9806F9,400952336385
E2806810000000395F986889,887253035375
E2806810000000395F97357B,400952336392
E2806810000000395F975A11,887253035382
E2806810000000395F987060,400952336408
E2806810000000395F972A92,887253035399
E2806810000000395F972A09,887253035269
E2806810000000395F972A1B,400952337634
E2806810000000395F97356A,400952337627
E2806810000000395F975D69,887253035276
E2806810000000395F986CCF,400952337641
E2806810000000395F9867B2,887253035283
E2806810000000395F972930,400952337658
E2806810000000395F9752C1,887253035290
E2806810000000395F980CE8,400952337665
E2806810000000395F980913,887253035306
E2806810000000395F9861EA,400952337672
E2806810000000395F975C4F,887253035313
E2806810000000395F975255,400952337689
E2806810000000395F981ADA,887253035320
E2806810000000395F9865E3,400952338143
E2806810000000395F974E24,886535948266
E2806810000000395F974D35,400952338150
E2806810000000395F9756D0,886535948273
E2806810000000395F986286,400952338167
E2806810000000395F974EAF,886535948280
E2806810000000395F9808B2,400952338174
E2806810000000395F974272,886535948297
E2806810000000395F980B60,400952338181
E2806810000000395F9811C8,886535948303
E2806810000000395F9753C6,400952338198
E2806810000000395F974ED1,886535948327
E2806810000000395F985DBF,400952338204
E2806810000000395F9861D6,886535948334
E2806810000000395F9861F8,400952338679
E2806810000000395F980A4F,886535948372
E2806810000000395F98168D,400952338686
E2806810000000395F976295,886535948389
E2806810000000395F981CB3,400952338693
E2806810000000395F975B78,886535948396
E2806810000000395F974E0A,400952338709
E2806810000000395F974671,886535948402
E2806810000000395F97559B,400952338716
E2806810000000395F9762A9,886535948419
E2806810000000395F9861BE,400952338723
E2806810000000395F98708C,886535948433
E2806810000000395F981C4E,400952338730
E2806810000000395F9821B9,886535948440
E2806810000000395F981D2D,400991409781
E2806810000000395F981EB4,888664545224
E2806810000000395F985F42,888664545217
E2806810000000395F9862F2,400991409804
E2806810000000395F975583,400991409798
E2806810000000395F9758BC,888664545231
E2806810000000395F980CAF,400991409811
E2806810000000395F9732CC,888664545248
E2806810000000395F975E19,400991409828
E2806810000000395F976DF8,888664545262
E2806810000000395F980AA7,400991409835
E2806810000000395F976799,888664545279
E2806810000000395F9759EC,400991409842
E2806810000000395F97333B,888664545286
E2806810000000395F972C69,400991411920
E2806810000000395F980EF8,888664529736
E2806810000000395F974468,400991411937
E2806810000000395F98028C,888664529743
E2806810000000395F980E35,400991411944
E2806810000000395F975738,888664529750
E2806810000000395F981A41,400991411951
E2806810000000395F9863DA,888664529767
E2806810000000395F9867BC,400991411968
E2806810000000395F9755EB,888664529781
E2806810000000395F9752EF,400991411975
E2806810000000395F975E2D,888664529804
E2806810000000395F9747C2,400991413306
E2806810000000395F97474A,888664529798
E2806810000000395F980D43,400991411982
E2806810000000395F976195,888664529835
E2806810000000395F975FA8,400991413313
E2806810000000395F97574C,888664529842
E2806810000000395F9744C9,400991413320
E2806810000000395F980EEE,888664529859
E2806810000000395F974AD1,400991413337
E2806810000000395F97638B,888664529866
E2806810000000395F97381A,400991413344
E2806810000000395F972B0F,888664529880
E2806810000000395F97579A,400991413351
E2806810000000395F975421,888664529897
E2806810000000395F9801D2,400991413368
E2806810000000395F9861B8,888664529903
E2806810000000395F984D30,400991414853
E2806810000000395F9750EB,888664529040
E2806810000000395F972FC1,400991414860
E2806810000000395F973426,888664529057
E2806810000000395F9742D9,400991414877
E2806810000000395F986C80,888664529064
E2806810000000395F9736C4,400991414884
E2806810000000395F986910,888664529071
E2806810000000395F97368F,400991414891
E2806810000000395F9870CB,888664529088
E2806810000000395F972D7F,400991414907
E2806810000000395F972D6B,888664529095
E2806810000000395F9801D0,888664529101
E2806810000000395F9801CF,400991417410
E2806810000000395F972AB9,400991414914
E2806810000000395F972943,888664529224
E2806810000000395F97524F,400991417427
E2806810000000395F9860A5,888664529231
E2806810000000395F97575F,400991417434
E2806810000000395F9767CE,888664529248
E2806810000000395F97FF91,400991417441
E2806810000000395F972957,888664529255
E2806810000000395F973474,400991417458
E2806810000000395F9728D3,888664529262
E2806810000000395F972D05,400991417465
E2806810000000395F980BAA,888664529279
E2806810000000395F987078,400991417472
E2806810000000395F9735A3,888664529286
E2806810000000395F975B1D,400991418059
E2806810000000395F974405,888664529132
E2806810000000395F976156,400991418066
E2806810000000395F980DE4,888664529149
E2806810000000395F9755C1,400991418073
E2806810000000395F97653D,888664529156
E2806810000000395F985303,400991418080
E2806810000000395F980A76,888664529163
E2806810000000395F980FA9,400991418097
E2806810000000395F98652C,888664529170
E2806810000000395F98672A,400991418103
E2806810000000395F97570B,888664529187
E2806810000000395F974B81,400991418110
E2806810000000395F974D3B,888664529194
E2806810000000395F98668C,400991418721
E2806810000000395F980066,888664528869
E2806810000000395F972D42,400991418738
E2806810000000395F980248,888664528876
E2806810000000395F973066,400991418745
E2806810000000395F972F8E,888664528883
E2806810000000395F986458,400991418752
E2806810000000395F986DE4,888664528890
E2806810000000395F973A6C,400991418769
E2806810000000395F9728F9,888664528906
E2806810000000395F97356E,400991418776
E2806810000000395F9765A3,888664528913
E2806810000000395F9821D4,400991418783
E2806810000000395F986805,888664528920
E2806810000000395F976A02,400991422513
E2806810000000395F974588,888664579939
E2806810000000395F9728E2,400991422520
E2806810000000395F974D68,888664579946
E2806810000000395F980E9B,400991422537
E2806810000000395F9756F8,888664579953
E2806810000000395F98717A,400991422544
E2806810000000395F981D18,888664579960
E2806810000000395F9862F7,400991422551
E2806810000000395F985E0D,888664579977
E2806810000000395F9753E1,400991422568
E2806810000000395F98070C,888664579984
E2806810000000395F975740,400991423978
E2806810000000395F9763E0,888664528951
E2806810000000395F976559,400991423985
E2806810000000395F9868C6,888664528968
E2806810000000395F9861A4,400991423992
E2806810000000395F98113A,888664528975
E2806810000000395F9750EF,400991424005
E2806810000000395F9730D5,888664528982
E2806810000000395F9740C4,400991424012
E2806810000000395F980941,888664528999
E2806810000000395F9744DD,400991424029
E2806810000000395F97551E,888664529002
E2806810000000395F98676F,400991424036
E2806810000000395F975B57,888664529019
E2806810000000395F974AE5,400991429833
E2806810000000395F986E0D,888664580096
E2806810000000395F9801BB,400991429840
E2806810000000395F972E06,888664580102
E2806810000000395F98669D,400991429857
E2806810000000395F986B65,888664580119
E2806810000000395F986B78,400991429864
E2806810000000395F972ACD,888664580126
E2806810000000395F972AE1,400991429871
E2806810000000395F98711C,888664580133
E2806810000000395F97F909,400991429888
E2806810000000395F97FF53,888664580140
E2806810000000395F9729F3,400991430563
E2806810000000395F97540D,888664580010
E2806810000000395F987108,400991430570
E2806810000000395F97334B,888664580027
E2806810000000395F9758ED,400991430587
E2806810000000395F972591,888664580034
E2806810000000395F9802DA,400991430594
E2806810000000395F981B00,888664580058
E2806810000000395F986066,400991430617
E2806810000000395F986557,888664580065
E2806810000000395F985F1B,400991431584
E2806810000000395F986E28,888664579670
E2806810000000395F986954,888664580041
E2806810000000395F9808C6,400991430600
E2806810000000395F980FB7,400991431591
E2806810000000395F9821E6,888664579687
E2806810000000395F985DD3,400991431607
E2806810000000395F974B3B,888664579694
E2806810000000395F981EA0,400991431614
E2806810000000395F975883,888664579809
E2806810000000395F974A43,400991431621
E2806810000000395F9821B8,888664579816
E2806810000000395F986654,400991431638
E2806810000000395F975512,888664579823
E2806810000000395F97630B,400991432734
E2806810000000395F975825,888664579854
E2806810000000395F975EBE,400991432741
E2806810000000395F975269,888664579861
E2806810000000395F974DF5,400991432758
E2806810000000395F9749B9,888664579878
E2806810000000395F980E51,400991432765
E2806810000000395F981985,888664579885
E2806810000000395F973530,400991432772
E2806810000000395F981AC6,888664579892
E2806810000000395F975B2F,400991432789
E2806810000000395F985F2F,888664579908
E2806810000000395F984FAB,806434017702
E2806810000000395F975DEB,806434017719
E2806810000000395F9861D2,806434017726
E2806810000000395F98112C,806434017733
E2806810000000395F974A1D,806434017740
E2806810000000395F974BFE,806434017757
E2806810000000395F9761A7,806434017764
E2806810000000395F974BB0,806434017788
E2806810000000395F975C57,806434017795
E2806810000000395F97516E,806434017771
E2806810000000395F974A85,806434017801
E2806810000000395F981D40,806434017818
E2806810000000395F9863EC,806434017825
E2806810000000395F975001,806434017849
E2806810000000395F98611E,806434017559
E2806810000000395F973229,806434017832
E2806810000000395F974B1D,806434017566
E2806810000000395F986A77,806434017597
E2806810000000395F9729F5,806434017603
E2806810000000395F985F80,806434017573
E2806810000000395F98717B,806434017580
E2806810000000395F981F35,806434017610
E2806810000000395F97450D,806434017627
E2806810000000395F981C9F,806434017634
E2806810000000395F984D56,806434017641
E2806810000000395F97515B,806434017658
E2806810000000395F986082,806434017665
E2806810000000395F980D1B,806434017672
E2806810000000395F9769EE,806434017689
E2806810000000395F9867C0,400991426672
E2806810000000395F973931,806434017696
E2806810000000395F986988,717502258180
E2806810000000395F972D56,400991426689
E2806810000000395F985FE9,717502258197
E2806810000000395F9760B5,400991426696
E2806810000000395F986449,717502258203
E2806810000000395F986E0C,400991426702
E2806810000000395F9801A3,717502258210
E2806810000000395F972B85,400991426719
E2806810000000395F9867C8,717502258227
E2806810000000395F973146,400991426726
E2806810000000395F9757E4,717502258234
E2806810000000395F9728CE,400991426733
E2806810000000395F974EA7,717502258258
E2806810000000395F976787,717502258241
E2806810000000395F974B31,400991426740
E2806810000000395F974A0A,887219357299
E2806810000000395F974BC4,400953732032
E2806810000000395F980AAA,400953732049
E2806810000000395F981A0F,887219357305
E2806810000000395F981AED,400953732056
E2806810000000395F976001,887219357312
E2806810000000395F975896,400953732063
E2806810000000395F97FF28,887219357329
E2806810000000395F975C6B,400953732070
E2806810000000395F985F49,887219378485
E2806810000000395F9863C8,400953732087
E2806810000000395F974F72,887219378492
E2806810000000395F974521,400953732094
E2806810000000395F986A63,887219378508
E2806810000000395F974D7C,400953732100
E2806810000000395F973159,887219378515
E2806810000000395F9769CA,400953732117
E2806810000000395F985F30,887219378553
E2806810000000395F9818EB,400953732124
E2806810000000395F981039,887219378560
E2806810000000395F974CF1,400953732131
E2806810000000395F986A4F,887219378577
E2806810000000395F986728,400953732148
E2806810000000395F974585,887219378584
E2806810000000395F973594,400953732155
E2806810000000395F97314E,887219378621
E2806810000000395F972D6A,400953732162
E2806810000000395F973337,887219378638
E2806810000000395F973F08,400953732179
E2806810000000395F987179,887219378645
E2806810000000395F9728E5,400953732186
E2806810000000395F97382D,887219378652
E2806810000000395F97355C,400953837102
E2806810000000395F986D85,887219357367
E2806810000000395F97354C,400953837119
E2806810000000395F97615C,400953837126
E2806810000000395F986DFD,887219357374
E2806810000000395F97250E,887219357381
E2806810000000395F9735A7,400953837133
E2806810000000395F97364F,887219357398
E2806810000000395F97313A,400944075339
E2806810000000395F9863E4,887253928295
E2806810000000395F974D90,400944075346
E2806810000000395F97344D,887253928301
E2806810000000395F973840,400944075353
E2806810000000395F971FF4,887253928318
E2806810000000395F97324D,400944075360
E2806810000000395F973854,887253928325
E2806810000000395F9724D1,400944075377
E2806810000000395F97487B,887253928394
E2806810000000395F9752E2,400944075384
E2806810000000395F985D04,887253928400
E2806810000000395F976540,400944075391
E2806810000000395F980A72,887253928417
E2806810000000395F973663,400944075407
E2806810000000395F972C81,887253928424
E2806810000000395F986A3B,400944075414
E2806810000000395F985F1C,887253928448
E2806810000000395F986092,400944075421
E2806810000000395F98119E,887253928455
E2806810000000395F985F7B,400944075438
E2806810000000395F974C38,887253928462
E2806810000000395F975C3C,400944075445
E2806810000000395F974891,887253928479
E2806810000000395F986309,400944075452
E2806810000000395F985F08,887253928493
E2806810000000395F985D17,400944075469
E2806810000000395F97592E,400944075476
E2806810000000395F975AE2,887253928509
E2806810000000395F981D2C,887253928516
E2806810000000395F9754AC,400944075483
E2806810000000395F97527D,887253928523
E2806810000000395F985483,400989641148
E2806810000000395F9821F9,887253711002
E2806810000000395F9811AD,400989641155
E2806810000000395F974E97,887253711019
E2806810000000395F981A63,400989642169
E2806810000000395F974506,887253711026
E2806810000000395F974D59,400989642176
E2806810000000395F975525,887253711033
E2806810000000395F981F19,400989642183
E2806810000000395F9752DC,887921261099
E2806810000000395F9748AB,400989642190
E2806810000000395F984F85,887921261105
E2806810000000395F975403,400989642206
E2806810000000395F986607,887921261112
E2806810000000395F9811BB,400989642213
E2806810000000395F9861A5,887921261129
E2806810000000395F981998,400989642220
E2806810000000395F975B43,888664375043
E2806810000000395F975DFD,400989642237
E2806810000000395F974AF0,888664375050
E2806810000000395F98089E,400989642244
E2806810000000395F986DF8,888664375067
E2806810000000395F986762,400989642251
E2806810000000395F975860,888664375074
E2806810000000395F9759E2,400991656178
E2806810000000395F9756DB,887921563216
E2806810000000395F974A98,400991656185
E2806810000000395F9863FF,887921563223
E2806810000000395F974DCD,400991656192
E2806810000000395F980885,887921563230
E2806810000000395F973405,400991656208
E2806810000000395F972B79,887921563247
E2806810000000395F9749E1,400991656215
E2806810000000395F981048,887921563360
E2806810000000395F980A96,400991656222
E2806810000000395F976223,887921563377
E2806810000000395F981ECD,400991656239
E2806810000000395F984D43,887921563384
E2806810000000395F981CDB,400991656246
E2806810000000395F972B09,887921563391
E2806810000000395F98707B,400991656253
E2806810000000395F974A58,887921563414
E2806810000000395F9861E6,400991656260
E2806810000000395F97323B,887921563421
E2806810000000395F9769B7,400991656277
E2806810000000395F973677,400991656284
E2806810000000395F9763F5,887921563438
E2806810000000395F985E20,887921563445
E2806810000000395F9863F8,400991656291
E2806810000000395F973418,887921563469
E2806810000000395F97FFBB,400991656307
E2806810000000395F972AF6,887921563476
E2806810000000395F97266E,400991656314
E2806810000000395F9769C4,887921563483
E2806810000000395F98057F,400991656321
E2806810000000395F974015,887921563490
E2806810000000395F9741FA,400991656338
E2806810000000395F980FE2,887921563513
E2806810000000395F9861B9,400991656345
E2806810000000395F974D80,887921563520
E2806810000000395F98673C,400991656352
E2806810000000395F974C4D,887921563537
E2806810000000395F9759D0,400991656369
E2806810000000395F981812,887921563544
E2806810000000395F975ACF,400991663404
E2806810000000395F986518,888458662670
E2806810000000395F975498,400991663411
E2806810000000395F974D6C,888458662687
E2806810000000395F9753DE,400991663428
E2806810000000395F981E8D,888458662694
E2806810000000395F98661B,400991663435
E2806810000000395F975539,888458662700
E2806810000000395F98617D,400991663442
E2806810000000395F975355,888458662724
E2806810000000395F9817FE,400991663459
E2806810000000395F980CD7,888458662731
E2806810000000395F980E08,400991663466
E2806810000000395F980CC3,888458662748
E2806810000000395F985F5B,400991663473
E2806810000000395F980FBF,888458662755
E2806810000000395F986191,400991663480
E2806810000000395F975077,888458662779
E2806810000000395F985497,400991663497
E2806810000000395F976565,888458662786
E2806810000000395F985F6E,400991663503
E2806810000000395F976578,888458662793
E2806810000000395F974C9D,400991663510
E2806810000000395F974EAB,888458662809
E2806810000000395F9752C8,400991663527
E2806810000000395F981A76,888458662823
E2806810000000395F975EAC,400991663534
E2806810000000395F9754C0,888458662830
E2806810000000395F973503,400991663541
E2806810000000395F986888,888458662847
E2806810000000395F975C62,400991663558
E2806810000000395F972E1A,888458662854
E2806810000000395F97FF3C,400991663565
E2806810000000395F9760BF,888458662922
E2806810000000395F9730AE,400991663572
E2806810000000395F980E83,888458662939
E2806810000000395F9801B6,400991663589
E2806810000000395F972AD0,888458662946
E2806810000000395F972B52,400991663596
E2806810000000395F986CBB,888458662953
E2806810000000395F9860AB,400991665248
E2806810000000395F986132,888458799925
E2806810000000395F984F98,400991665255
E2806810000000395F976DBD,888458799932
E2806810000000395F9738F0,400991665262
E2806810000000395F9748BE,888458799949
E2806810000000395F972433,400991665279
E2806810000000395F97302B,888458799956
E2806810000000395F986AE0,400991665286
E2806810000000395F976F40,888458799970
E2806810000000395F9756B7,400991665293
E2806810000000395F9734B2,888458799987
E2806810000000395F981AD9,400991665309
E2806810000000395F986540,888458799994
E2806810000000395F98085D,400991665316
E2806810000000395F974065,888458800003
E2806810000000395F9808F7,400991665323
E2806810000000395F97345F,888458800225
E2806810000000395F9746ED,400991665330
E2806810000000395F975648,888458800232
E2806810000000395F9761BB,400991665347
E2806810000000395F975DC7,888458800249
E2806810000000395F9761E2,400991665354
E2806810000000395F976281,888458800256
E2806810000000395F974C89,400991667129
E2806810000000395F980B00,888458652541
E2806810000000395F981951,400991667136
E2806810000000395F981F47,888458652558
E2806810000000395F98546F,400991667143
E2806810000000395F980AAD,888458652565
E2806810000000395F9752CE,400991667150
E2806810000000395F974F8C,888458652572
E2806810000000395F9852EC,400991667167
E2806810000000395F9751F1,888458652596
E2806810000000395F975702,400991667174
E2806810000000395F9767DD,888458652602
E2806810000000395F973346,400991667181
E2806810000000395F972C55,888458652619
E2806810000000395F976135,888458652626
E2806810000000395F974A46,400991667204
E2806810000000395F976449,888458652695
E2806810000000395F9867AE,400991667198
E2806810000000395F9753CA,400991667211
E2806810000000395F9769A3,888458652701
E2806810000000395F9767CB,400991667228
E2806810000000395F98521A,888458652718
E2806810000000395F980AEC,400991667235
E2806810000000395F974798,888458652725
E2806810000000395F985E96,400991667242
E2806810000000395F975796,888458652749
E2806810000000395F986C5E,400991667259
E2806810000000395F973357,888458652756
E2806810000000395F9801F8,400991667266
E2806810000000395F980367,888458652763
E2806810000000395F975FF1,400991667273
E2806810000000395F975826,888458652770
E2806810000000395F9860F6,400991667280
E2806810000000395F9760CC,888664021773
E2806810000000395F98718D,400991667297
E2806810000000395F97342B,888664021780
E2806810000000395F974701,400991667303
E2806810000000395F981056,888664021797
E2806810000000395F980E25,400991667310
E2806810000000395F9751D2,888664021803
E2806810000000395F980CEC,400925911830
E2806810000000395F9808E3,886535110724
E2806810000000395F980A85,400925911847
E2806810000000395F9854AB,886535110731
E2806810000000395F972BAA,400925911854
E2806810000000395F972B98,886535110748
E2806810000000395F973123,400925911861
E2806810000000395F972C7C,886535110755
E2806810000000395F973472,400925911878
E2806810000000395F97328C,886535110779
E2806810000000395F97420E,400925911885
E2806810000000395F97FF08,886535110786
E2806810000000395F972C95,400925911892
E2806810000000395F986783,886535110793
E2806810000000395F972576,400925911908
E2806810000000395F9728D1,886535110809
E2806810000000395F98646A,400925911915
E2806810000000395F974051,886535110823
E2806810000000395F986BA1,400925911922
E2806810000000395F973213,886535110830
E2806810000000395F980041,400925911939
E2806810000000395F974078,886535110847
E2806810000000395F97403D,400925911946
E2806810000000395F97517B,886535110854
E2806810000000395F975116,400925911953
E2806810000000395F98008F,886535110878
E2806810000000395F986D3D,400925911960
E2806810000000395F972F34,886535110885
E2806810000000395F972698,400925911977
E2806810000000395F981CC7,886535110892
E2806810000000395F981EF6,400925911984
E2806810000000395F981AB3,886535110908
E2806810000000395F975ED6,400925911991
E2806810000000395F974E12,886535110922
E2806810000000395F97548D,400925912004
E2806810000000395F97626E,886535110939
E2806810000000395F974E6F,400925912011
E2806810000000395F974756,886535110946
E2806810000000395F974F94,400925912028
E2806810000000395F981F08,886535110953
E2806810000000395F9747D5,400944074196
E2806810000000395F9850B0,886535849471
E2806810000000395F9749F5,400944074202
E2806810000000395F97507E,886535849488
E2806810000000395F975E99,400944074219
E2806810000000395F9762E3,886535849495
E2806810000000395F9747E9,400944074226
E2806810000000395F982193,886535849501
E2806810000000395F98086B,400944074233
E2806810000000395F9764DD,886535849525
E2806810000000395F972B4B,400944074240
E2806810000000395F973A0E,886535849532
E2806810000000395F9867DC,400944074257
E2806810000000395F974B6D,886535849549
E2806810000000395F98771E,886535849556
E2806810000000395F9868F8,400944074264
E2806810000000395F9863BB,400944074271
E2806810000000395F9863CD,887253934128
E2806810000000395F9737A4,400944074288
E2806810000000395F974B0A,887253934135
E2806810000000395F97519E,400944074295
E2806810000000395F974DC6,887253934142
E2806810000000395F974DB3,400944074301
E2806810000000395F9736A0,887253934159
E2806810000000395F9801A8,400944074318
E2806810000000395F98029D,887253934227
E2806810000000395F972A2F,400944074325
E2806810000000395F975169,887253934234
E2806810000000395F975DD0,400944074332
E2806810000000395F9874AF,887253934241
E2806810000000395F9728F1,400944074349
E2806810000000395F980B2A,887253934258
E2806810000000395F980B5A,400951704628
E2806810000000395F986A8E,887921579149
E2806810000000395F973A21,400951704642
E2806810000000395F980893,400951704604
E2806810000000395F9744E1,400951704666
E2806810000000395F9727B3,887921579156
E2806810000000395F980180,887921579132
E2806810000000395F972920,887921579163
E2806810000000395F97357F,400951704680
E2806810000000395F972E77,887921579125
E2806810000000395F980E99,400951704703
E2806810000000395F9767A6,887921579187
E2806810000000395F972EFC,400951704727
E2806810000000395F9724BF,887921579200
E2806810000000395F97368D,400951704765
E2806810000000395F972B38,887921579217
E2806810000000395F9733EE,887921579194
E2806810000000395F9768F3,400951704741
E2806810000000395F980B96,400951704789
E2806810000000395F98668B,887921579170
E2806810000000395F980053,400951704796
E2806810000000395F97311E,887921579231
E2806810000000395F974ABF,400951704802
E2806810000000395F973211,887921579248
E2806810000000395F975901,887921579255
E2806810000000395F972DF3,400951704819
E2806810000000395F974F86,400951704826
E2806810000000395F9868D5,887921579262
E2806810000000395F9809DD,400951704833
E2806810000000395F986CCD,887921579224
E2806810000000395F980E7E,400951704840
E2806810000000395F974AAC,887921579286
E2806810000000395F973212,400951704857
E2806810000000395F97334A,887921579293
E2806810000000395F98699D,400951704864
E2806810000000395F9868B9,887921579309
E2806810000000395F98090A,400951704871
E2806810000000395F973278,887921579316
E2806810000000395F986C92,400989668121
E2806810000000395F976114,400951704888
E2806810000000395F975652,887921579279
E2806810000000395F9751B0,887921081567
E2806810000000395F986335,400989668138
E2806810000000395F986976,887921081574
E2806810000000395F986E3A,400989668145
E2806810000000395F973336,887921081581
E2806810000000395F97343D,400989668152
E2806810000000395F980D72,887921081598
E2806810000000395F9734EF,400989681168
E2806810000000395F972C8E,888664236214
E2806810000000395F9740A0,400989681175
E2806810000000395F980D85,888664236207
E2806810000000395F97FF44,400989681182
E2806810000000395F980D74,888664236191
E2806810000000395F972B29,400989681199
E2806810000000395F974961,888664236221
E2806810000000395F97600C,400989681205
E2806810000000395F986CA8,888664236801
E2806810000000395F972B78,400989681212
E2806810000000395F9730F9,888664236795
E2806810000000395F9802EE,400989681229
E2806810000000395F9728CA,888664236788
E2806810000000395F9868A0,400989681236
E2806810000000395F98090C,888664236818
E2806810000000395F972CB6,400989681243
E2806810000000395F9867CC,887921081963
E2806810000000395F9730E8,400989681250
E2806810000000395F97FF2B,887921081970
E2806810000000395F972D8E,400989681267
E2806810000000395F980D98,887921081987
E2806810000000395F980190,400989681274
E2806810000000395F9735A1,887921081994
E2806810000000395F973593,400925910406
E2806810000000395F972738,886535072244
E2806810000000395F975DE3,400925910420
E2806810000000395F974B4B,886535072251
E2806810000000395F976128,400925910437
E2806810000000395F980B47,886535072268
E2806810000000395F976793,400925910444
E2806810000000395F9802B3,886535072275
E2806810000000395F986AA1,400925910451
E2806810000000395F974F39,886535072299
E2806810000000395F972D8C,400925910468
E2806810000000395F97367B,886535072305
E2806810000000395F972CC9,400925910475
E2806810000000395F972F10,886535072312
E2806810000000395F9724F8,400925910482
E2806810000000395F9802B0,886535072329
E2806810000000395F9733A1,400925910499
E2806810000000395F97408C,886535072398
E2806810000000395F9739FB,400925910505
E2806810000000395F980DA8,886535072404
E2806810000000395F974DDA,400925910512
E2806810000000395F97FF67,886535072411
E2806810000000395F986844,400925910529
E2806810000000395F975DF6,886535072428
E2806810000000395F98685A,400925910536
E2806810000000395F9737F2,886535072442
E2806810000000395F97674C,400925910543
E2806810000000395F97506B,886535072459
E2806810000000395F980B44,400925910550
E2806810000000395F972B50,886535072466
E2806810000000395F9728DE,400925910567
E2806810000000395F98029F,886535072473
E2806810000000395F972459,400925910574
E2806810000000395F973655,886535072497
E2806810000000395F986A7A,400925910581
E2806810000000395F98016C,886535072503
E2806810000000395F98695B,400925910598
E2806810000000395F974E88,886535072510
E2806810000000395F9724E4,400925910604
E2806810000000395F986B8C,886535072527
E2806810000000395F9726B1,400925998480
E2806810000000395F9742C6,886535069305
E2806810000000395F976780,400925998497
E2806810000000395F9801BA,886535069312
E2806810000000395F9737B7,400925998503
E2806810000000395F973324,886535069329
E2806810000000395F972B8A,400925998510
E2806810000000395F974658,886535069336
E2806810000000395F9750B3,400925998527
E2806810000000395F9737DF,886535069350
E2806810000000395F972B62,400925998534
E2806810000000395F9736D4,886535069367
E2806810000000395F972EB0,400925998541
E2806810000000395F974F5F,886535069374
E2806810000000395F974E9B,400925998558
E2806810000000395F980DD4,886535069381
E2806810000000395F980DE0,400926000977
E2806810000000395F980D5F,887253210994
E2806810000000395F981A73,400926000984
E2806810000000395F986424,887253211007
E2806810000000395F974BA9,400926000991
E2806810000000395F972EC2,887253211014
E2806810000000395F972ED6,400926001004
E2806810000000395F980E6E,887253211021
E2806810000000395F98682D,400926001011
E2806810000000395F9764CB,400926001028
E2806810000000395F9752AE,887253211151
E2806810000000395F980EAA,400926001035
E2806810000000395F985F43,887253211168
E2806810000000395F974B95,400926001042
E2806810000000395F9733B5,887253211175
E2806810000000395F986B07,400926001059
E2806810000000395F97258A,886535068902
E2806810000000395F97279F,400926001066
E2806810000000395F97480F,886535068919
E2806810000000395F97310C,400926001073
E2806810000000395F986531,886535068926
E2806810000000395F973590,887253211144
E2806810000000395F980B50,400926001080
E2806810000000395F976100,886535068957
E2806810000000395F973A52,400926001103
E2806810000000395F9732F3,886535068933
E2806810000000395F9809F1,400926001097
E2806810000000395F976384,886535068964
E2806810000000395F974C25,400926001110
E2806810000000395F975091,886535068971
E2806810000000395F98003C,400926001127
E2806810000000395F986989,886535068988
E2806810000000395F986D99,400926001134
E2806810000000395F9867EE,881988196189
E2806810000000395F97320D,400926001141
E2806810000000395F97290C,881988196196
E2806810000000395F9745C3,400926001158
E2806810000000395F974D9F,881988196202
E2806810000000395F972B4E,400926001165
E2806810000000395F976043,881988196219
E2806810000000395F9808B5,400926001172
E2806810000000395F9762D3,886535069008
E2806810000000395F980DD9,400926001189
E2806810000000395F98002A,886535069015
E2806810000000395F97368B,400926001196
E2806810000000395F980EBB,886535069022
E2806810000000395F976356,400926001202
E2806810000000395F974B10,886535069039
E2806810000000395F9863E1,400926001219
E2806810000000395F98770A,400926001226
E2806810000000395F975914,886535069053
E2806810000000395F9868A8,886535069060
E2806810000000395F986DAC,400926001233
E2806810000000395F98679A,886535069077
E2806810000000395F9865E8,400926001240
E2806810000000395F980DEE,886535069084
E2806810000000395F9728F8,400926001257
E2806810000000395F972B24,886535069107
E2806810000000395F97290A,887253211793
E2806810000000395F972B74,400926001264
E2806810000000395F9761CE,886535069114
E2806810000000395F975927,887253211809
E2806810000000395F986BA0,400926001271
E2806810000000395F972C6B,886535069121
E2806810000000395F972422,887253211816
E2806810000000395F975DCA,400926001288
E2806810000000395F976890,886535069138
E2806810000000395F9731FA,887253211823
E2806810000000395F9742AE,400926001295
E2806810000000395F973667,886535130210
E2806810000000395F972B65,400926001301
E2806810000000395F9769FC,886535130227
E2806810000000395F972A1D,400926001318
E2806810000000395F980067,886535130234
E2806810000000395F987064,400926001325
E2806810000000395F986897,886535130241
E2806810000000395F986A9F,400926004869
E2806810000000395F9735C8,886535130111
E2806810000000395F973416,887253211199
E2806810000000395F986678,400926004876
E2806810000000395F97FF68,886535130128
E2806810000000395F97290D,887253211205
E2806810000000395F972436,400926004883
E2806810000000395F97346F,886535130135
E2806810000000395F972C8D,887253211212
